size,n_bits,n_checks,code_id,realization_type,generation_seed,matrix_sha256,gf2_rank,design_rate,actual_rate,variant,implementation_mode,lambda_mem,seed_batch_index,seed,EbNo_dB,bit_errors,frame_errors,syndrome_violations,syndrome_weight_total,n_trials,n_bits_total,BER,FER,syndrome_violation_rate,avg_syndrome_weight,source_parameter_file,parameter_transfer_policy,public_code_id
N192_M96,192,96,new_02,new,2026082702,6904f018d720f85f9dfd8cc3c9b07950da23e63cd1a08801cb8445ceb5209678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,3.0,201,13,13,253,100,19200,0.01046875,0.13,0.13,2.53,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C02
N192_M96,192,96,new_02,new,2026082702,6904f018d720f85f9dfd8cc3c9b07950da23e63cd1a08801cb8445ceb5209678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,2.0,934,50,49,1366,100,19200,0.04864583333333333,0.5,0.49,13.66,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C02
N192_M96,192,96,new_02,new,2026082702,6904f018d720f85f9dfd8cc3c9b07950da23e63cd1a08801cb8445ceb5209678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,2.5,529,30,28,693,100,19200,0.027552083333333335,0.3,0.28,6.93,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C02
N192_M96,192,96,new_02,new,2026082702,6904f018d720f85f9dfd8cc3c9b07950da23e63cd1a08801cb8445ceb5209678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,3.0,221,15,13,223,100,19200,0.011510416666666667,0.15,0.13,2.23,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C02
N192_M96,192,96,new_02,new,2026082702,6904f018d720f85f9dfd8cc3c9b07950da23e63cd1a08801cb8445ceb5209678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,2.0,969,53,53,1397,100,19200,0.05046875,0.53,0.53,13.97,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C02
N192_M96,192,96,new_02,new,2026082702,6904f018d720f85f9dfd8cc3c9b07950da23e63cd1a08801cb8445ceb5209678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,2.5,396,26,24,552,100,19200,0.020625,0.26,0.24,5.52,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C02
N192_M96,192,96,new_02,new,2026082702,6904f018d720f85f9dfd8cc3c9b07950da23e63cd1a08801cb8445ceb5209678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,3.0,136,9,9,102,100,19200,0.007083333333333333,0.09,0.09,1.02,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C02
N192_M96,192,96,new_02,new,2026082702,6904f018d720f85f9dfd8cc3c9b07950da23e63cd1a08801cb8445ceb5209678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,4,20292914,2.0,915,48,48,1291,100,19200,0.04765625,0.48,0.48,12.91,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C02
N192_M96,192,96,new_02,new,2026082702,6904f018d720f85f9dfd8cc3c9b07950da23e63cd1a08801cb8445ceb5209678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,4,20292914,2.5,589,31,30,735,100,19200,0.030677083333333334,0.31,0.3,7.35,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C02
N192_M96,192,96,new_02,new,2026082702,6904f018d720f85f9dfd8cc3c9b07950da23e63cd1a08801cb8445ceb5209678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,4,20292914,3.0,220,14,14,298,100,19200,0.011458333333333333,0.14,0.14,2.98,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C02
N192_M96,192,96,new_02,new,2026082702,6904f018d720f85f9dfd8cc3c9b07950da23e63cd1a08801cb8445ceb5209678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,5,20300936,2.0,978,51,50,1332,100,19200,0.0509375,0.51,0.5,13.32,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C02
N192_M96,192,96,new_02,new,2026082702,6904f018d720f85f9dfd8cc3c9b07950da23e63cd1a08801cb8445ceb5209678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,5,20300936,2.5,600,34,33,790,100,19200,0.03125,0.34,0.33,7.9,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C02
N192_M96,192,96,new_02,new,2026082702,6904f018d720f85f9dfd8cc3c9b07950da23e63cd1a08801cb8445ceb5209678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,5,20300936,3.0,125,9,7,131,100,19200,0.006510416666666667,0.09,0.07,1.31,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C02
N192_M96,192,96,new_02,new,2026082702,6904f018d720f85f9dfd8cc3c9b07950da23e63cd1a08801cb8445ceb5209678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,6,20308958,2.0,1180,63,61,1618,100,19200,0.06145833333333333,0.63,0.61,16.18,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C02
N192_M96,192,96,new_02,new,2026082702,6904f018d720f85f9dfd8cc3c9b07950da23e63cd1a08801cb8445ceb5209678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,6,20308958,2.5,388,24,24,548,100,19200,0.02020833333333333,0.24,0.24,5.48,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C02
N192_M96,192,96,new_02,new,2026082702,6904f018d720f85f9dfd8cc3c9b07950da23e63cd1a08801cb8445ceb5209678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,6,20308958,3.0,143,9,9,179,100,19200,0.007447916666666667,0.09,0.09,1.79,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C02
N192_M96,192,96,new_02,new,2026082702,6904f018d720f85f9dfd8cc3c9b07950da23e63cd1a08801cb8445ceb5209678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,7,20316980,2.0,1081,57,57,1525,100,19200,0.056302083333333336,0.57,0.57,15.25,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C02
N192_M96,192,96,new_02,new,2026082702,6904f018d720f85f9dfd8cc3c9b07950da23e63cd1a08801cb8445ceb5209678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,7,20316980,2.5,572,34,34,836,100,19200,0.029791666666666668,0.34,0.34,8.36,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C02
N192_M96,192,96,new_02,new,2026082702,6904f018d720f85f9dfd8cc3c9b07950da23e63cd1a08801cb8445ceb5209678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,7,20316980,3.0,199,12,12,199,100,19200,0.010364583333333333,0.12,0.12,1.99,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C02
N192_M96,192,96,new_02,new,2026082702,6904f018d720f85f9dfd8cc3c9b07950da23e63cd1a08801cb8445ceb5209678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,8,20325002,2.0,1062,52,50,1442,100,19200,0.0553125,0.52,0.5,14.42,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C02
N192_M96,192,96,new_02,new,2026082702,6904f018d720f85f9dfd8cc3c9b07950da23e63cd1a08801cb8445ceb5209678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,8,20325002,2.5,548,33,32,768,100,19200,0.028541666666666667,0.33,0.32,7.68,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C02
N192_M96,192,96,new_02,new,2026082702,6904f018d720f85f9dfd8cc3c9b07950da23e63cd1a08801cb8445ceb5209678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,8,20325002,3.0,249,17,17,337,100,19200,0.01296875,0.17,0.17,3.37,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C02
N192_M96,192,96,new_02,new,2026082702,6904f018d720f85f9dfd8cc3c9b07950da23e63cd1a08801cb8445ceb5209678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,9,20333024,2.0,1007,54,54,1529,100,19200,0.052447916666666664,0.54,0.54,15.29,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C02
N192_M96,192,96,new_02,new,2026082702,6904f018d720f85f9dfd8cc3c9b07950da23e63cd1a08801cb8445ceb5209678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,9,20333024,2.5,422,27,26,538,100,19200,0.021979166666666668,0.27,0.26,5.38,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C02
N192_M96,192,96,new_02,new,2026082702,6904f018d720f85f9dfd8cc3c9b07950da23e63cd1a08801cb8445ceb5209678,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,9,20333024,3.0,235,17,16,259,100,19200,0.012239583333333333,0.17,0.16,2.59,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C02
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,2.0,980,50,50,1354,100,19200,0.051041666666666666,0.5,0.5,13.54,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,2.5,542,32,32,788,100,19200,0.028229166666666666,0.32,0.32,7.88,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,3.0,101,8,8,121,100,19200,0.005260416666666667,0.08,0.08,1.21,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,2.0,1111,57,56,1561,100,19200,0.05786458333333333,0.57,0.56,15.61,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,2.5,657,36,35,865,100,19200,0.03421875,0.36,0.35,8.65,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,3.0,216,12,11,220,100,19200,0.01125,0.12,0.11,2.2,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,2.0,1017,49,48,1375,100,19200,0.05296875,0.49,0.48,13.75,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,2.5,465,28,26,619,100,19200,0.02421875,0.28,0.26,6.19,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,3.0,267,17,17,383,100,19200,0.01390625,0.17,0.17,3.83,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,2.0,1106,56,55,1600,100,19200,0.057604166666666665,0.56,0.55,16.0,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,2.5,602,31,30,732,100,19200,0.03135416666666667,0.31,0.3,7.32,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,3.0,185,12,12,255,100,19200,0.009635416666666667,0.12,0.12,2.55,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,4,20292914,2.0,992,48,47,1336,100,19200,0.051666666666666666,0.48,0.47,13.36,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,4,20292914,2.5,441,23,23,653,100,19200,0.02296875,0.23,0.23,6.53,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,4,20292914,3.0,165,10,10,185,100,19200,0.00859375,0.1,0.1,1.85,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,5,20300936,2.0,1058,54,53,1586,100,19200,0.05510416666666667,0.54,0.53,15.86,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,5,20300936,2.5,452,25,24,592,100,19200,0.023541666666666666,0.25,0.24,5.92,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,5,20300936,3.0,136,9,8,164,100,19200,0.007083333333333333,0.09,0.08,1.64,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,6,20308958,2.0,1109,56,56,1579,100,19200,0.05776041666666667,0.56,0.56,15.79,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,6,20308958,2.5,436,27,25,534,100,19200,0.022708333333333334,0.27,0.25,5.34,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,6,20308958,3.0,161,11,11,219,100,19200,0.008385416666666666,0.11,0.11,2.19,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,7,20316980,2.0,987,50,49,1391,100,19200,0.05140625,0.5,0.49,13.91,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,7,20316980,2.5,490,28,28,654,100,19200,0.025520833333333333,0.28,0.28,6.54,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,7,20316980,3.0,164,13,12,180,100,19200,0.008541666666666666,0.13,0.12,1.8,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,8,20325002,2.0,1058,58,57,1408,100,19200,0.05510416666666667,0.58,0.57,14.08,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,8,20325002,2.5,523,31,30,709,100,19200,0.027239583333333334,0.31,0.3,7.09,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,8,20325002,3.0,186,12,12,258,100,19200,0.0096875,0.12,0.12,2.58,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,9,20333024,2.0,1038,55,55,1448,100,19200,0.0540625,0.55,0.55,14.48,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,9,20333024,2.5,420,25,25,578,100,19200,0.021875,0.25,0.25,5.78,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_03,new,2026082703,924f74a70ff047ebedd6490567a93066821aa10bf5eb5c79721b228b12ecc7ae,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,9,20333024,3.0,184,13,13,232,100,19200,0.009583333333333333,0.13,0.13,2.32,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C03
N192_M96,192,96,new_04,new,2026082704,6ac0954cb0b76f6df3f9c693019c5d4a69f8745b55072bcc609ad5a6c0514525,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,2.0,1057,53,52,1519,100,19200,0.055052083333333335,0.53,0.52,15.19,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C04
N192_M96,192,96,new_04,new,2026082704,6ac0954cb0b76f6df3f9c693019c5d4a69f8745b55072bcc609ad5a6c0514525,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,2.5,481,31,29,633,100,19200,0.025052083333333332,0.31,0.29,6.33,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C04
N192_M96,192,96,new_04,new,2026082704,6ac0954cb0b76f6df3f9c693019c5d4a69f8745b55072bcc609ad5a6c0514525,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,0,20260826,3.0,140,10,8,160,100,19200,0.007291666666666667,0.1,0.08,1.6,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C04
N192_M96,192,96,new_04,new,2026082704,6ac0954cb0b76f6df3f9c693019c5d4a69f8745b55072bcc609ad5a6c0514525,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,2.0,1145,60,59,1707,100,19200,0.05963541666666667,0.6,0.59,17.07,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C04
N192_M96,192,96,new_04,new,2026082704,6ac0954cb0b76f6df3f9c693019c5d4a69f8745b55072bcc609ad5a6c0514525,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,2.5,625,37,33,763,100,19200,0.032552083333333336,0.37,0.33,7.63,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C04
N192_M96,192,96,new_04,new,2026082704,6ac0954cb0b76f6df3f9c693019c5d4a69f8745b55072bcc609ad5a6c0514525,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,1,20268848,3.0,176,11,8,174,100,19200,0.009166666666666667,0.11,0.08,1.74,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C04
N192_M96,192,96,new_04,new,2026082704,6ac0954cb0b76f6df3f9c693019c5d4a69f8745b55072bcc609ad5a6c0514525,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,2.0,973,54,49,1353,100,19200,0.05067708333333333,0.54,0.49,13.53,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C04
N192_M96,192,96,new_04,new,2026082704,6ac0954cb0b76f6df3f9c693019c5d4a69f8745b55072bcc609ad5a6c0514525,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,2.5,590,35,33,802,100,19200,0.030729166666666665,0.35,0.33,8.02,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C04
N192_M96,192,96,new_04,new,2026082704,6ac0954cb0b76f6df3f9c693019c5d4a69f8745b55072bcc609ad5a6c0514525,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,2,20276870,3.0,257,20,14,259,100,19200,0.013385416666666667,0.2,0.14,2.59,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C04
N192_M96,192,96,new_04,new,2026082704,6ac0954cb0b76f6df3f9c693019c5d4a69f8745b55072bcc609ad5a6c0514525,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,2.0,985,48,47,1381,100,19200,0.05130208333333333,0.48,0.47,13.81,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C04
N192_M96,192,96,new_04,new,2026082704,6ac0954cb0b76f6df3f9c693019c5d4a69f8745b55072bcc609ad5a6c0514525,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,2.5,537,32,31,729,100,19200,0.02796875,0.32,0.31,7.29,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C04
N192_M96,192,96,new_04,new,2026082704,6ac0954cb0b76f6df3f9c693019c5d4a69f8745b55072bcc609ad5a6c0514525,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,3,20284892,3.0,168,12,9,206,100,19200,0.00875,0.12,0.09,2.06,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C04
N192_M96,192,96,new_04,new,2026082704,6ac0954cb0b76f6df3f9c693019c5d4a69f8745b55072bcc609ad5a6c0514525,96,0.5,0.5,pSA_specific_fixed,pSA,0.0,4,20292914,2.0,1066,56,54,1514,100,19200,0.05552083333333333,0.56,0.54,15.14,source_project/paper_results_trip/ldpc/N192_M96/pSA/best_params.csv,representative_pSA_specific_fixed_no_code_retuning,C04
